doctor_id,hospital_id,name,gender,age,specialty,sub_specialty,primary_qualification,additional_qualification,years_experience,seniority_level,board_certified,on_call,shift_type,prefers_trauma_cases,telemedicine_enabled,languages_spoken,max_concurrent_cases,avg_consultation_time_min,avg_response_time_to_call_min,last_appraisal_score,doctor_quality_score,burnout_risk_score,contact_channel
DOC_0258,HOSP_011,Riya Nair,M,54,EMERGENCY_MEDICINE,TOXICOLOGY,"MBBS, DNB",FNB Critical Care,13,SENIOR_CONSULTANT,True,False,ROTATING,True,True,"['Bengali', 'English', 'Hindi', 'Tamil']",3,24,8.99,3.86,0.88,0.65,app://doctor/DOC_0258
DOC_0259,HOSP_011,Rohan Banerjee,F,48,PULMONOLOGY,INTERVENTIONAL_PULMONOLOGY,MBBS,Fellowship in Neuro Critical Care,30,SENIOR_CONSULTANT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Tamil']",1,27,4.49,4.53,0.96,0.5,app://doctor/DOC_0259
DOC_0260,HOSP_011,Riya Das,F,53,NEPHROLOGY,TRANSPLANT_NEPRHOLOGY,"MBBS, DNB",FNB Critical Care,4,JUNIOR_RESIDENT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",1,15,8.01,4.88,0.53,0.52,app://doctor/DOC_0260
DOC_0261,HOSP_011,Ananya Mehta,F,48,PULMONOLOGY,CRITICAL_CARE,"MBBS, MD",Fellowship in Interventional Cardiology,13,SENIOR_CONSULTANT,False,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Marathi']",2,13,1.82,4.41,0.81,0.51,app://doctor/DOC_0261
DOC_0262,HOSP_011,Diya Reddy,OTHER,52,GENERAL_SURGERY,ONCO_SURGERY,"MBBS, DNB",,10,CONSULTANT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi']",1,23,3.77,4.46,0.76,0.56,app://doctor/DOC_0262
DOC_0263,HOSP_011,Priya Ghosh,M,35,GENERAL_SURGERY,LAPAROSCOPIC_SURGERY,MBBS,Fellowship in Neuro Critical Care,30,SENIOR_CONSULTANT,False,True,DAY,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Urdu']",4,17,2.95,4.32,0.8,0.44,app://doctor/DOC_0263
DOC_0264,HOSP_011,Siddharth Mukherjee,OTHER,28,GENERAL_SURGERY,ONCO_SURGERY,"MBBS, MD",,4,JUNIOR_RESIDENT,True,True,DAY,False,True,"['Bengali', 'English', 'Hindi']",1,28,8.54,3.6,0.47,0.63,app://doctor/DOC_0264
DOC_0265,HOSP_011,Vivaan Mukherjee,F,39,GENERAL_SURGERY,ONCO_SURGERY,"MBBS, MD",Fellowship in Interventional Cardiology,24,SENIOR_CONSULTANT,True,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Marathi']",3,22,8.38,4.52,0.91,0.66,app://doctor/DOC_0265
DOC_0266,HOSP_011,Diya Das,F,36,EMERGENCY_MEDICINE,TOXICOLOGY,"MBBS, MS",Fellowship in Neuro Critical Care,14,SENIOR_CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi']",1,25,7.52,4.21,0.9,0.55,app://doctor/DOC_0266
DOC_0267,HOSP_011,Priya Mehta,OTHER,48,NEPHROLOGY,TRANSPLANT_NEPRHOLOGY,"MBBS, MD",Fellowship in Neuro Critical Care,34,SENIOR_CONSULTANT,False,False,NIGHT,False,True,"['Bengali', 'English', 'Hindi']",2,19,9.81,3.0,0.69,0.2,app://doctor/DOC_0267
DOC_0268,HOSP_011,Juhi Sen,M,41,PULMONOLOGY,SLEEP_MEDICINE,MBBS,Fellowship in Trauma Care,14,SENIOR_CONSULTANT,True,True,ROTATING,False,False,"['Bengali', 'English', 'Hindi']",3,18,8.11,3.62,0.87,0.54,app://doctor/DOC_0268
DOC_0269,HOSP_011,Rahul Sen,M,35,NEPHROLOGY,TRANSPLANT_NEPRHOLOGY,"MBBS, DNB",Fellowship in Pediatric ICU,2,JUNIOR_RESIDENT,True,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Marathi']",4,25,8.18,4.29,0.5,0.64,app://doctor/DOC_0269
DOC_0270,HOSP_011,Juhi Patel,OTHER,49,PULMONOLOGY,SLEEP_MEDICINE,MBBS,Fellowship in Neuro Critical Care,21,SENIOR_CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Odia']",1,14,3.52,3.06,0.89,0.63,app://doctor/DOC_0270
DOC_0271,HOSP_011,Juhi Reddy,M,64,PULMONOLOGY,CRITICAL_CARE,MBBS,Fellowship in Trauma Care,3,JUNIOR_RESIDENT,True,False,NIGHT,False,True,"['Bengali', 'English', 'Hindi']",4,17,4.34,4.66,0.57,0.45,app://doctor/DOC_0271
DOC_0272,HOSP_011,Simran Das,M,35,NEPHROLOGY,DIALYSIS_SPECIALIST,"MBBS, MD",,2,JUNIOR_RESIDENT,False,True,ROTATING,False,False,"['Bengali', 'English', 'Hindi']",2,20,9.31,4.46,0.36,0.6,app://doctor/DOC_0272
DOC_0273,HOSP_011,Rahul Singh,M,61,GENERAL_SURGERY,LAPAROSCOPIC_SURGERY,MBBS,Fellowship in Interventional Cardiology,34,SENIOR_CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Urdu']",1,20,5.2,3.09,0.84,0.46,app://doctor/DOC_0273
DOC_0274,HOSP_011,Priya Sharma,OTHER,47,GENERAL_SURGERY,ONCO_SURGERY,"MBBS, MD",FNB Critical Care,35,SENIOR_CONSULTANT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Odia', 'Urdu']",2,15,3.46,3.03,0.89,0.38,app://doctor/DOC_0274
DOC_0275,HOSP_012,Simran Mukherjee,M,62,ORTHO,SPORTS_INJURY,"MBBS, MS",Fellowship in Trauma Care,19,SENIOR_CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi']",3,29,9.03,4.08,0.86,0.36,app://doctor/DOC_0275
DOC_0276,HOSP_012,Aarav Patel,OTHER,31,EMERGENCY_MEDICINE,TOXICOLOGY,MBBS,,12,CONSULTANT,False,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Marathi']",2,27,1.71,4.85,0.69,0.5,app://doctor/DOC_0276
DOC_0277,HOSP_012,Nikita Singh,M,57,EMERGENCY_MEDICINE,TOXICOLOGY,"MBBS, MS",Fellowship in Pediatric ICU,30,SENIOR_CONSULTANT,False,False,ROTATING,True,True,"['Bengali', 'English', 'Hindi']",3,21,4.53,4.4,0.77,0.64,app://doctor/DOC_0277
DOC_0278,HOSP_012,Rahul Patel,F,29,EMERGENCY_MEDICINE,TOXICOLOGY,MBBS,Fellowship in Trauma Care,11,CONSULTANT,True,True,NIGHT,True,False,"['Bengali', 'English', 'Hindi', 'Marathi', 'Odia']",1,22,8.36,4.59,0.78,0.3,app://doctor/DOC_0278
DOC_0279,HOSP_012,Juhi Mukherjee,F,62,PULMONOLOGY,SLEEP_MEDICINE,"MBBS, DNB",FNB Critical Care,11,CONSULTANT,False,False,DAY,False,True,"['Bengali', 'English', 'Hindi']",3,16,8.33,4.18,0.61,0.63,app://doctor/DOC_0279
DOC_0280,HOSP_012,Mira Chatterjee,F,62,NEURO,STROKE_SPECIALIST,MBBS,Fellowship in Pediatric ICU,32,SENIOR_CONSULTANT,True,False,ROTATING,False,False,"['Bengali', 'English', 'Hindi', 'Odia', 'Tamil']",1,24,2.59,4.91,0.95,0.24,app://doctor/DOC_0280
DOC_0281,HOSP_012,Ishaan Ghosh,OTHER,52,ORTHO,JOINT_REPLACEMENT,MBBS,,1,JUNIOR_RESIDENT,True,True,DAY,False,False,"['Bengali', 'English', 'Hindi']",4,27,3.62,4.23,0.51,0.53,app://doctor/DOC_0281
DOC_0282,HOSP_012,Riya Ghosh,F,47,ORTHO,JOINT_REPLACEMENT,"MBBS, MS",,33,SENIOR_CONSULTANT,False,False,DAY,False,True,"['Bengali', 'English', 'Hindi', 'Urdu']",3,27,9.71,3.0,0.65,0.53,app://doctor/DOC_0282
DOC_0283,HOSP_012,Sneha Mukherjee,F,29,NEURO,EPILEPTOLOGIST,"MBBS, DNB",Fellowship in Pediatric ICU,25,SENIOR_CONSULTANT,False,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Odia']",2,25,2.25,4.11,0.76,0.61,app://doctor/DOC_0283
DOC_0284,HOSP_012,Sneha Roy,F,37,ORTHO,SPORTS_INJURY,"MBBS, MD",FNB Critical Care,2,JUNIOR_RESIDENT,True,True,DAY,False,False,"['Bengali', 'English', 'Hindi', 'Tamil']",2,12,2.23,4.61,0.53,0.59,app://doctor/DOC_0284
DOC_0285,HOSP_012,Rohan Bhattacharya,F,39,PULMONOLOGY,INTERVENTIONAL_PULMONOLOGY,"MBBS, DNB",Fellowship in Neuro Critical Care,23,SENIOR_CONSULTANT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Urdu']",4,17,7.41,3.54,0.83,0.62,app://doctor/DOC_0285
DOC_0286,HOSP_012,Nikita Iyer,M,30,PULMONOLOGY,INTERVENTIONAL_PULMONOLOGY,"MBBS, MS",,6,CONSULTANT,True,False,NIGHT,False,False,"['Bengali', 'English', 'Hindi', 'Marathi', 'Odia']",1,26,9.01,3.18,0.61,0.41,app://doctor/DOC_0286
DOC_0287,HOSP_012,Diya Ghosh,OTHER,62,ORTHO,SPORTS_INJURY,MBBS,Fellowship in Trauma Care,31,SENIOR_CONSULTANT,False,False,DAY,False,False,"['Bengali', 'English', 'Hindi', 'Marathi']",4,21,9.65,4.6,0.73,0.4,app://doctor/DOC_0287
DOC_0288,HOSP_012,Vivaan Banerjee,OTHER,47,ORTHO,SPINE_SURGEON,"MBBS, DNB",Fellowship in Neuro Critical Care,4,JUNIOR_RESIDENT,True,True,ROTATING,False,False,"['Bengali', 'English', 'Hindi', 'Odia', 'Urdu']",4,12,2.14,3.15,0.46,0.78,app://doctor/DOC_0288
DOC_0289,HOSP_012,Arjun Singh,OTHER,45,ORTHO,JOINT_REPLACEMENT,MBBS,Fellowship in Pediatric ICU,12,CONSULTANT,True,True,ROTATING,False,False,"['Bengali', 'English', 'Hindi', 'Marathi']",2,18,8.04,3.47,0.73,0.35,app://doctor/DOC_0289
DOC_0290,HOSP_012,Simran Roy,M,49,EMERGENCY_MEDICINE,RESUSCITATION_EXPERT,"MBBS, MD",Fellowship in Interventional Cardiology,16,SENIOR_CONSULTANT,False,True,NIGHT,False,False,"['Bengali', 'English', 'Hindi']",2,28,7.61,3.69,0.69,0.45,app://doctor/DOC_0290
DOC_0291,HOSP_012,Ishaan Sharma,M,57,PULMONOLOGY,SLEEP_MEDICINE,"MBBS, MS",Fellowship in Interventional Cardiology,15,SENIOR_CONSULTANT,False,False,ROTATING,False,False,"['Bengali', 'English', 'Hindi', 'Odia', 'Tamil']",3,14,5.77,3.87,0.7,0.51,app://doctor/DOC_0291
DOC_0292,HOSP_012,Siddharth Mehta,OTHER,48,EMERGENCY_MEDICINE,RESUSCITATION_EXPERT,"MBBS, MS",Fellowship in Interventional Cardiology,18,SENIOR_CONSULTANT,True,False,ROTATING,True,True,"['Bengali', 'English', 'Hindi']",3,30,6.26,3.92,0.85,0.62,app://doctor/DOC_0292
DOC_0293,HOSP_013,Sara Banerjee,OTHER,65,PEDIATRIC,GENERAL_PEDIATRICS,"MBBS, MS",Fellowship in Pediatric ICU,21,SENIOR_CONSULTANT,True,False,DAY,False,False,"['Bengali', 'English', 'Hindi']",1,10,4.7,4.05,0.92,0.4,app://doctor/DOC_0293
DOC_0294,HOSP_013,Sneha Nair,OTHER,46,PULMONOLOGY,CRITICAL_CARE,MBBS,,4,JUNIOR_RESIDENT,True,False,DAY,False,False,"['Bengali', 'English', 'Hindi', 'Marathi', 'Urdu']",1,12,8.71,3.26,0.43,0.53,app://doctor/DOC_0294
DOC_0295,HOSP_013,Juhi Chatterjee,M,35,PEDIATRIC,PEDIATRIC_ICU,"MBBS, MS",Fellowship in Interventional Cardiology,30,SENIOR_CONSULTANT,True,False,DAY,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Odia']",2,12,3.5,3.12,0.87,0.29,app://doctor/DOC_0295
DOC_0296,HOSP_013,Vivaan Das,F,39,TRAUMA,POLYTRAUMA,"MBBS, DNB",FNB Critical Care,12,CONSULTANT,False,False,NIGHT,True,True,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",1,24,7.44,3.21,0.58,0.26,app://doctor/DOC_0296
DOC_0297,HOSP_013,Nikita Banerjee,F,56,GENERAL_SURGERY,ONCO_SURGERY,"MBBS, MD",Fellowship in Pediatric ICU,3,JUNIOR_RESIDENT,False,False,DAY,False,True,"['Bengali', 'English', 'Hindi']",3,22,6.17,4.03,0.32,0.78,app://doctor/DOC_0297
DOC_0298,HOSP_013,Rohit Patel,F,53,GENERAL_SURGERY,LAPAROSCOPIC_SURGERY,MBBS,Fellowship in Interventional Cardiology,8,CONSULTANT,True,False,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Odia']",1,30,9.97,4.29,0.68,0.34,app://doctor/DOC_0298
DOC_0299,HOSP_013,Rahul Mukherjee,F,46,PEDIATRIC,NEONATOLOGY,MBBS,Fellowship in Interventional Cardiology,20,SENIOR_CONSULTANT,False,False,DAY,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Odia']",1,30,4.94,3.38,0.73,0.2,app://doctor/DOC_0299
DOC_0300,HOSP_013,Aarav Banerjee,OTHER,43,TRAUMA,ORTHO_TRAUMA,MBBS,Fellowship in Neuro Critical Care,32,SENIOR_CONSULTANT,False,False,NIGHT,True,True,"['Bengali', 'English', 'Hindi', 'Urdu']",3,11,4.65,3.42,0.74,0.54,app://doctor/DOC_0300
DOC_0301,HOSP_013,Simran Patel,OTHER,62,PEDIATRIC,GENERAL_PEDIATRICS,"MBBS, MD",,10,CONSULTANT,False,True,ROTATING,False,False,"['Bengali', 'English', 'Hindi']",4,29,1.41,4.4,0.59,0.48,app://doctor/DOC_0301
DOC_0302,HOSP_013,Kabir Ghosh,M,47,GENERAL_SURGERY,ONCO_SURGERY,"MBBS, MD",Fellowship in Neuro Critical Care,8,CONSULTANT,False,True,DAY,False,False,"['Bengali', 'English', 'Hindi', 'Odia', 'Urdu']",2,23,4.04,4.67,0.6,0.52,app://doctor/DOC_0302
DOC_0303,HOSP_013,Kunal Iyer,M,64,PEDIATRIC,PEDIATRIC_ICU,"MBBS, MD",,22,SENIOR_CONSULTANT,True,False,DAY,False,True,"['Bengali', 'English', 'Hindi', 'Odia']",4,15,7.27,4.11,0.87,0.41,app://doctor/DOC_0303
DOC_0304,HOSP_013,Nikita Sharma,M,34,TRAUMA,POLYTRAUMA,MBBS,Fellowship in Interventional Cardiology,1,JUNIOR_RESIDENT,True,True,DAY,True,False,"['Bengali', 'English', 'Hindi', 'Marathi', 'Odia']",4,14,2.86,4.28,0.53,0.55,app://doctor/DOC_0304
DOC_0305,HOSP_013,Mira Nair,M,30,PEDIATRIC,GENERAL_PEDIATRICS,"MBBS, DNB",Fellowship in Neuro Critical Care,20,SENIOR_CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi']",2,16,2.06,4.06,0.92,0.26,app://doctor/DOC_0305
DOC_0306,HOSP_013,Sneha Roy,OTHER,60,PEDIATRIC,PEDIATRIC_ICU,"MBBS, MD",Fellowship in Trauma Care,8,CONSULTANT,True,True,DAY,False,False,"['Bengali', 'English', 'Hindi', 'Tamil']",2,15,7.03,3.09,0.62,0.47,app://doctor/DOC_0306
DOC_0307,HOSP_013,Priya Nair,F,44,PULMONOLOGY,INTERVENTIONAL_PULMONOLOGY,"MBBS, DNB",,4,JUNIOR_RESIDENT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi']",4,26,2.04,4.79,0.56,0.72,app://doctor/DOC_0307
DOC_0308,HOSP_013,Nikita Chatterjee,F,54,PEDIATRIC,GENERAL_PEDIATRICS,"MBBS, MS",FNB Critical Care,15,SENIOR_CONSULTANT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",4,17,1.66,4.17,0.92,0.25,app://doctor/DOC_0308
DOC_0309,HOSP_013,Mira Singh,M,57,PEDIATRIC,PEDIATRIC_ICU,"MBBS, MS",FNB Critical Care,13,SENIOR_CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi']",3,14,1.29,4.14,0.92,0.44,app://doctor/DOC_0309
DOC_0310,HOSP_013,Ishaan Roy,F,57,TRAUMA,POLYTRAUMA,"MBBS, MS",FNB Critical Care,11,CONSULTANT,True,True,ROTATING,False,False,"['Bengali', 'English', 'Hindi']",1,23,8.71,3.98,0.76,0.67,app://doctor/DOC_0310
DOC_0311,HOSP_013,Nikita Patel,F,45,GENERAL_SURGERY,ONCO_SURGERY,"MBBS, MD",FNB Critical Care,15,SENIOR_CONSULTANT,True,True,NIGHT,False,False,"['Bengali', 'English', 'Hindi']",4,11,1.36,3.94,0.91,0.53,app://doctor/DOC_0311
DOC_0312,HOSP_013,Vivaan Mehta,OTHER,53,TRAUMA,HEAD_INJURY_FOCUS,MBBS,Fellowship in Interventional Cardiology,6,CONSULTANT,True,True,DAY,False,False,"['Bengali', 'English', 'Hindi', 'Odia']",2,21,3.66,4.3,0.73,0.22,app://doctor/DOC_0312
DOC_0313,HOSP_013,Rohit Ghosh,F,38,TRAUMA,HEAD_INJURY_FOCUS,MBBS,Fellowship in Interventional Cardiology,26,SENIOR_CONSULTANT,True,True,DAY,True,False,"['Bengali', 'English', 'Hindi', 'Urdu']",1,22,9.04,3.67,0.85,0.16,app://doctor/DOC_0313
DOC_0314,HOSP_013,Mira Sen,F,62,PEDIATRIC,GENERAL_PEDIATRICS,MBBS,Fellowship in Neuro Critical Care,4,JUNIOR_RESIDENT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi']",4,21,5.19,3.08,0.42,0.62,app://doctor/DOC_0314
DOC_0315,HOSP_013,Juhi Reddy,OTHER,32,PEDIATRIC,NEONATOLOGY,"MBBS, MS",FNB Critical Care,31,SENIOR_CONSULTANT,True,False,DAY,False,False,"['Bengali', 'English', 'Hindi']",3,21,9.08,4.01,0.87,0.41,app://doctor/DOC_0315
DOC_0316,HOSP_013,Vivaan Mukherjee,F,50,TRAUMA,ORTHO_TRAUMA,MBBS,Fellowship in Interventional Cardiology,35,SENIOR_CONSULTANT,True,False,ROTATING,True,False,"['Bengali', 'English', 'Hindi', 'Urdu']",2,24,1.79,3.78,0.9,0.3,app://doctor/DOC_0316
DOC_0317,HOSP_013,Diya Mukherjee,M,45,GENERAL_SURGERY,LAPAROSCOPIC_SURGERY,"MBBS, DNB",FNB Critical Care,2,JUNIOR_RESIDENT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Odia', 'Tamil']",3,23,4.99,4.29,0.53,0.56,app://doctor/DOC_0317
DOC_0318,HOSP_014,Diya Sharma,M,61,ORTHO,JOINT_REPLACEMENT,"MBBS, MS",Fellowship in Pediatric ICU,32,SENIOR_CONSULTANT,False,False,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Odia']",3,15,8.1,3.45,0.71,0.44,app://doctor/DOC_0318
DOC_0319,HOSP_014,Priya Sen,M,37,ORTHO,JOINT_REPLACEMENT,"MBBS, DNB",FNB Critical Care,35,SENIOR_CONSULTANT,True,False,DAY,False,True,"['Bengali', 'English', 'Hindi']",2,15,3.14,3.08,0.89,0.26,app://doctor/DOC_0319
DOC_0320,HOSP_014,Ananya Patel,F,51,NEPHROLOGY,DIALYSIS_SPECIALIST,MBBS,Fellowship in Pediatric ICU,10,CONSULTANT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Odia']",3,13,9.28,3.81,0.68,0.5,app://doctor/DOC_0320
DOC_0321,HOSP_014,Ananya Patel,F,37,EMERGENCY_MEDICINE,TOXICOLOGY,"MBBS, MS",Fellowship in Interventional Cardiology,10,CONSULTANT,False,True,ROTATING,True,False,"['Bengali', 'English', 'Hindi']",4,11,2.25,4.1,0.6,0.54,app://doctor/DOC_0321
DOC_0322,HOSP_014,Kunal Chatterjee,M,56,ORTHO,SPINE_SURGEON,"MBBS, MS",,13,SENIOR_CONSULTANT,True,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi']",1,12,5.85,3.89,0.89,0.5,app://doctor/DOC_0322
DOC_0323,HOSP_014,Diya Reddy,F,40,PEDIATRIC,PEDIATRIC_ICU,MBBS,Fellowship in Pediatric ICU,10,CONSULTANT,False,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Marathi']",1,19,4.1,3.62,0.57,0.41,app://doctor/DOC_0323
DOC_0324,HOSP_014,Aditya Mukherjee,M,56,PEDIATRIC,PEDIATRIC_ICU,"MBBS, MS",FNB Critical Care,27,SENIOR_CONSULTANT,True,False,NIGHT,False,False,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",2,19,5.27,4.74,0.93,0.52,app://doctor/DOC_0324
DOC_0325,HOSP_014,Diya Bhattacharya,OTHER,52,EMERGENCY_MEDICINE,RESUSCITATION_EXPERT,"MBBS, DNB",Fellowship in Pediatric ICU,12,CONSULTANT,False,True,NIGHT,False,False,"['Bengali', 'English', 'Hindi']",2,15,8.49,3.58,0.62,0.41,app://doctor/DOC_0325
DOC_0326,HOSP_014,Priya Roy,OTHER,47,PEDIATRIC,GENERAL_PEDIATRICS,"MBBS, DNB",FNB Critical Care,10,CONSULTANT,True,True,DAY,False,True,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",3,23,2.61,4.81,0.78,0.52,app://doctor/DOC_0326
DOC_0327,HOSP_014,Aarav Mukherjee,F,59,EMERGENCY_MEDICINE,TOXICOLOGY,"MBBS, DNB",Fellowship in Neuro Critical Care,31,SENIOR_CONSULTANT,True,True,NIGHT,True,False,"['Bengali', 'English', 'Hindi', 'Odia', 'Urdu']",2,28,1.53,3.64,0.92,0.48,app://doctor/DOC_0327
DOC_0328,HOSP_014,Ananya Iyer,M,31,ORTHO,JOINT_REPLACEMENT,"MBBS, DNB",Fellowship in Pediatric ICU,19,SENIOR_CONSULTANT,True,True,DAY,False,False,"['Bengali', 'English', 'Hindi', 'Marathi', 'Urdu']",2,30,2.65,3.19,0.9,0.43,app://doctor/DOC_0328
DOC_0329,HOSP_014,Aditya Iyer,F,47,ORTHO,SPORTS_INJURY,"MBBS, MS",,23,SENIOR_CONSULTANT,True,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi']",3,21,8.01,3.82,0.88,0.7,app://doctor/DOC_0329
DOC_0330,HOSP_014,Kabir Mukherjee,M,37,PULMONOLOGY,CRITICAL_CARE,"MBBS, MD",Fellowship in Neuro Critical Care,34,SENIOR_CONSULTANT,True,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Urdu']",1,14,9.31,3.96,0.89,0.36,app://doctor/DOC_0330
DOC_0331,HOSP_014,Sneha Singh,F,61,ORTHO,SPINE_SURGEON,"MBBS, MS",,15,SENIOR_CONSULTANT,True,False,DAY,False,False,"['Bengali', 'English', 'Hindi']",2,19,2.13,3.26,0.9,0.16,app://doctor/DOC_0331
DOC_0332,HOSP_014,Ishaan Mukherjee,M,58,PEDIATRIC,NEONATOLOGY,"MBBS, MD",,33,SENIOR_CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi']",3,11,1.6,4.34,0.96,0.61,app://doctor/DOC_0332
DOC_0333,HOSP_014,Ishaan Bhattacharya,OTHER,41,PULMONOLOGY,CRITICAL_CARE,"MBBS, MD",Fellowship in Pediatric ICU,6,CONSULTANT,True,True,DAY,False,False,"['Bengali', 'English', 'Hindi', 'Marathi']",3,15,8.7,4.56,0.72,0.53,app://doctor/DOC_0333
DOC_0334,HOSP_014,Simran Chatterjee,M,34,PULMONOLOGY,CRITICAL_CARE,"MBBS, MD",Fellowship in Pediatric ICU,11,CONSULTANT,True,True,NIGHT,False,False,"['Bengali', 'English', 'Hindi']",2,26,8.66,3.95,0.79,0.44,app://doctor/DOC_0334
DOC_0335,HOSP_014,Kabir Patel,OTHER,34,NEPHROLOGY,TRANSPLANT_NEPRHOLOGY,"MBBS, DNB",Fellowship in Interventional Cardiology,15,SENIOR_CONSULTANT,False,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Urdu']",4,13,5.68,3.99,0.74,0.52,app://doctor/DOC_0335
DOC_0336,HOSP_014,Priya Reddy,OTHER,30,EMERGENCY_MEDICINE,TOXICOLOGY,"MBBS, DNB",,30,SENIOR_CONSULTANT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi']",4,19,9.86,3.86,0.88,0.58,app://doctor/DOC_0336
DOC_0337,HOSP_014,Rohit Ghosh,F,39,EMERGENCY_MEDICINE,TOXICOLOGY,MBBS,Fellowship in Interventional Cardiology,6,CONSULTANT,True,True,ROTATING,True,True,"['Bengali', 'English', 'Hindi', 'Urdu']",2,12,4.27,3.4,0.71,0.37,app://doctor/DOC_0337
DOC_0338,HOSP_014,Kunal Mukherjee,M,55,PEDIATRIC,PEDIATRIC_ICU,"MBBS, MS",Fellowship in Pediatric ICU,31,SENIOR_CONSULTANT,False,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Urdu']",4,13,2.1,3.98,0.79,0.36,app://doctor/DOC_0338
DOC_0339,HOSP_014,Ananya Sharma,M,31,EMERGENCY_MEDICINE,TOXICOLOGY,MBBS,FNB Critical Care,21,SENIOR_CONSULTANT,True,True,ROTATING,True,False,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",4,24,2.82,4.32,0.96,0.51,app://doctor/DOC_0339
DOC_0340,HOSP_015,Arjun Reddy,F,62,TRAUMA,POLYTRAUMA,MBBS,Fellowship in Interventional Cardiology,29,SENIOR_CONSULTANT,True,True,NIGHT,True,True,"['Bengali', 'English', 'Hindi', 'Urdu']",1,15,6.01,4.72,0.9,0.25,app://doctor/DOC_0340
DOC_0341,HOSP_015,Kabir Patel,F,36,ORTHO,SPORTS_INJURY,"MBBS, DNB",Fellowship in Interventional Cardiology,32,SENIOR_CONSULTANT,False,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Odia']",1,22,3.37,4.18,0.77,0.42,app://doctor/DOC_0341
DOC_0342,HOSP_015,Sneha Sen,F,48,EMERGENCY_MEDICINE,RESUSCITATION_EXPERT,MBBS,FNB Critical Care,2,JUNIOR_RESIDENT,True,True,NIGHT,True,True,"['Bengali', 'English', 'Hindi', 'Marathi']",3,23,4.16,4.32,0.53,0.44,app://doctor/DOC_0342
DOC_0343,HOSP_015,Juhi Das,OTHER,33,EMERGENCY_MEDICINE,TOXICOLOGY,MBBS,Fellowship in Trauma Care,35,SENIOR_CONSULTANT,True,True,DAY,True,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Tamil']",4,18,1.18,3.94,0.91,0.24,app://doctor/DOC_0343
DOC_0344,HOSP_015,Rahul Mehta,OTHER,52,ORTHO,SPORTS_INJURY,MBBS,Fellowship in Interventional Cardiology,14,SENIOR_CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Urdu']",3,21,9.72,3.4,0.83,0.61,app://doctor/DOC_0344
DOC_0345,HOSP_015,Diya Roy,OTHER,41,ORTHO,JOINT_REPLACEMENT,MBBS,Fellowship in Trauma Care,15,SENIOR_CONSULTANT,True,False,NIGHT,False,False,"['Bengali', 'English', 'Hindi', 'Marathi', 'Urdu']",3,18,1.61,4.6,0.94,0.41,app://doctor/DOC_0345
